,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,Team1,Team2,Result
42,Group stage,3.0,Wed,10/20/2021,18:45 (19:45),RB Salzburg at,2.7,3–1,0.9,de Wolfsburg,"29,520",Red Bull Arena,Daniele Orsato,Match Report,,3,1,1
43,Group stage,3.0,Wed,10/20/2021,18:45 (19:45),Barcelona es,2.2,1–0,0.1,ua Dynamo Kyiv,"45,968",Camp Nou,Clément Turpin,Match Report,,1,0,1
44,Group stage,3.0,Wed,10/20/2021,20:00 (22:00),Manchester Utd eng,2.8,3–2,1.6,it Atalanta,"72,279",Old Trafford,Szymon Marciniak,Match Report,,3,2,1
45,Group stage,3.0,Wed,10/20/2021,20:00 (22:00),Benfica pt,0.7,0–4,3.0,de Bayern Munich,"55,201",Estádio do Sport Lisboa e Benfica,Ovidiu Hațegan,Match Report,,0,4,2
46,Group stage,3.0,Wed,10/20/2021,20:00 (22:00),Chelsea eng,2.6,4–0,0.1,se Malmö,"39,095",Stamford Bridge,François Letexier,Match Report,,4,0,1
47,Group stage,3.0,Wed,10/20/2021,21:00 (22:00),Lille fr,0.8,0–0,1.1,es Sevilla,"34,362",Stade Pierre-Mauroy,Michael Oliver,Match Report,,0,0,0
48,Group stage,3.0,Wed,10/20/2021,21:00 (22:00),Young Boys ch,2.7,1–4,2.7,es Villarreal,"27,398",Wankdorfstadion,Sergey Karasev,Match Report,,1,4,2
49,Group stage,3.0,Wed,10/20/2021,22:00,Zenit ru,0.6,0–1,1.2,it Juventus,"18,717",Gazprom Arena,Sandro Schärer,Match Report,,0,1,2
51,Group stage,4.0,Tue,11/2/2021,18:45 (20:45),Wolfsburg de,1.7,2–1,1.6,at RB Salzburg,"16,112",Volkswagen Arena,Artur Dias,Match Report,,2,1,1
52,Group stage,4.0,Tue,11/2/2021,18:45 (20:45),Malmö se,0.2,0–1,2.5,eng Chelsea,"19,551",Eleda Stadion,Felix Brych,Match Report,,0,1,2
53,Group stage,4.0,Tue,11/2/2021,21:00 (23:00),Bayern Munich de,4.8,5–2,1.0,pt Benfica,"50,000",Allianz Arena,Szymon Marciniak,Match Report,,5,2,1
54,Group stage,4.0,Tue,11/2/2021,21:00 (23:00),Atalanta it,1.5,2–2,1.1,eng Manchester Utd,"14,443",Stadio Atleti Azzurri d'Italia,Slavko Vinčič,Match Report,,2,2,0
55,Group stage,4.0,Tue,11/2/2021,21:00 (23:00),Villarreal es,2.2,2–0,1.1,ch Young Boys,"14,890",Estadio de la Cerámica,Serdar Gözübüyük,Match Report,,2,0,1
56,Group stage,4.0,Tue,11/2/2021,21:00 (23:00),Juventus it,2.7,4–2,1.3,ru Zenit,"20,053",Allianz Stadium,Alejandro Hernández,Match Report,,4,2,1
57,Group stage,4.0,Tue,11/2/2021,21:00 (23:00),Sevilla es,1.0,1–2,1.9,fr Lille,"29,369",Estadio Ramón Sánchez Pizjuán,István Kovács,Match Report,,1,2,2
58,Group stage,4.0,Tue,11/2/2021,22:00 (23:00),Dynamo Kyiv ua,1.0,0–1,0.8,es Barcelona,"31,378",NSK Olimpijs'kyj,Ovidiu Hațegan,Match Report,,0,1,2
59,Group stage,4.0,Wed,11/3/2021,18:45 (20:45),Milan it,0.6,1–1,1.8,pt Porto,"39,675",Stadio Giuseppe Meazza,Clément Turpin,Match Report,,1,1,0
60,Group stage,4.0,Wed,11/3/2021,18:45 (20:45),Real Madrid es,2.0,2–1,1.3,ua Shakhtar,"38,105",Estadio Santiago Bernabéu,Benoît Bastien,Match Report,,2,1,1
61,Group stage,4.0,Wed,11/3/2021,20:00 (23:00),Manchester City eng,4.6,4–1,0.8,be Club Brugge,"50,228",Etihad Stadium,Antonio Matéu Lahoz,Match Report,,4,1,1
62,Group stage,4.0,Wed,11/3/2021,20:00 (23:00),Sporting CP pt,2.7,4–0,1.1,tr Beşiktaş,"40,835",Estádio José Alvalade,Sergey Karasev,Match Report,,4,0,1
63,Group stage,4.0,Wed,11/3/2021,20:00 (23:00),Liverpool eng,3.0,2–0,0.2,es Atlético Madrid,"51,347",Anfield,Danny Makkelie,Match Report,,2,0,1
64,Group stage,4.0,Wed,11/3/2021,21:00 (23:00),RB Leipzig de,3.3,2–2,2.1,fr Paris S-G,"39,794",Red Bull Arena,Andreas Ekberg,Match Report,,2,2,0
65,Group stage,4.0,Wed,11/3/2021,21:00 (23:00),Dortmund de,1.7,1–3,2.0,nl Ajax,"54,820",Signal Iduna Park,Michael Oliver,Match Report,,1,3,2
66,Group stage,4.0,Wed,11/3/2021,22:00 (23:00),Sheriff Tiraspol md,0.3,1–3,2.5,it Inter,"5,930",Bolshaya Sportivnaya Arena,Felix Zwayer,Match Report,,1,3,2
68,Group stage,5.0,Tue,11/23/2021,18:45 (20:45),Villarreal es,0.6,0–2,1.2,eng Manchester Utd,"20,875",Estadio de la Cerámica,Felix Brych,Match Report,,0,2,2
69,Group stage,5.0,Tue,11/23/2021,19:45 (20:45),Dynamo Kyiv ua,1.1,1–2,1.0,de Bayern Munich,"28,732",NSK Olimpijs'kyj,Halil Umut Meler,Match Report,,1,2,2
70,Group stage,5.0,Tue,11/23/2021,20:00 (23:00),Chelsea eng,3.0,4–0,0.7,it Juventus,"39,513",Stamford Bridge,Srđan Jovanović,Match Report,,4,0,1
71,Group stage,5.0,Tue,11/23/2021,21:00 (23:00),Barcelona es,1.4,0–0,1.2,pt Benfica,"49,572",Camp Nou,Sergey Karasev,Match Report,,0,0,0
72,Group stage,5.0,Tue,11/23/2021,21:00 (23:00),Lille fr,0.7,1–0,0.5,at RB Salzburg,"33,573",Stade Pierre-Mauroy,Anthony Taylor,Match Report,,1,0,1
73,Group stage,5.0,Tue,11/23/2021,21:00 (23:00),Young Boys ch,0.7,3–3,1.2,it Atalanta,"31,120",Stade de Suisse Wankdorf Bern,Daniel Siebert,Match Report,,3,3,0
74,Group stage,5.0,Tue,11/23/2021,21:00 (23:00),Sevilla es,1.6,2–0,0.3,de Wolfsburg,"28,663",Estadio Ramón Sánchez Pizjuán,Cüneyt Çakιr,Match Report,,2,0,1
75,Group stage,5.0,Tue,11/23/2021,21:00 (23:00),Malmö se,0.2,1–1,1.9,ru Zenit,"15,520",Eleda Stadion,Andris Treimanis,Match Report,,1,1,0
76,Group stage,5.0,Wed,11/24/2021,18:45 (20:45),Inter it,2.6,2–0,0.6,ua Shakhtar,"46,225",Stadio Giuseppe Meazza,Ovidiu Hațegan,Match Report,,2,0,1
77,Group stage,5.0,Wed,11/24/2021,20:00 (23:00),Manchester City eng,2.1,2–1,1.0,fr Paris S-G,"52,030",Etihad Stadium,Daniele Orsato,Match Report,,2,1,1
78,Group stage,5.0,Wed,11/24/2021,20:00 (23:00),Sporting CP pt,1.9,3–1,1.6,de Dortmund,"41,341",Estádio José Alvalade,Carlos del Cerro,Match Report,,3,1,1
79,Group stage,5.0,Wed,11/24/2021,20:00 (23:00),Liverpool eng,0.6,2–0,1.1,pt Porto,"52,209",Anfield,Felix Zwayer,Match Report,,2,0,1
80,Group stage,5.0,Wed,11/24/2021,20:45,Beşiktaş tr,1.9,1–2,2.5,nl Ajax,"11,712",Vodafone Arena,Irfan Peljto,Match Report,,1,2,2
81,Group stage,5.0,Wed,11/24/2021,21:00 (23:00),Atlético Madrid es,0.9,0–1,1.3,it Milan,"61,019",Estadio Wanda Metropolitano,Slavko Vinčič,Match Report,,0,1,2
82,Group stage,5.0,Wed,11/24/2021,21:00 (23:00),Club Brugge be,0.9,0–5,3.8,de RB Leipzig,"24,072",Jan Breydelstadion,Davide Massa,Match Report,,0,5,2
83,Group stage,5.0,Wed,11/24/2021,22:00 (23:00),Sheriff Tiraspol md,1.4,0–3,1.5,es Real Madrid,"5,932",Bolshaya Sportivnaya Arena,Szymon Marciniak,Match Report,,0,3,2
85,Group stage,6.0,Tue,12/7/2021,18:45 (20:45),Paris S-G fr,3.6,4–1,1.1,be Club Brugge,"47,492",Parc des Princes,Jesús Gil,Match Report,,4,1,1
86,Group stage,6.0,Tue,12/7/2021,18:45 (20:45),RB Leipzig de,1.7,2–1,1.2,eng Manchester City,,Red Bull Arena,Sandro Schärer,Match Report,,2,1,1
87,Group stage,6.0,Tue,12/7/2021,20:00 (23:00),Porto pt,1.6,1–3,3.7,es Atlético Madrid,"38,830",Estádio Do Dragão,Clément Turpin,Match Report,,1,3,2
88,Group stage,6.0,Tue,12/7/2021,21:00 (23:00),Real Madrid es,1.2,2–0,0.9,it Inter,"44,887",Estadio Santiago Bernabéu,Felix Brych,Match Report,,2,0,1
89,Group stage,6.0,Tue,12/7/2021,21:00 (23:00),Dortmund de,3.5,5–0,0.1,tr Beşiktaş,"15,000",Signal Iduna Park,François Letexier,Match Report,,5,0,1
90,Group stage,6.0,Tue,12/7/2021,21:00 (23:00),Ajax nl,2.1,4–2,1.2,pt Sporting CP,,Johan Cruyff ArenA,Davide Massa,Match Report,,4,2,1
91,Group stage,6.0,Tue,12/7/2021,21:00 (23:00),Milan it,1.4,1–2,1.9,eng Liverpool,"56,237",Stadio Giuseppe Meazza,Danny Makkelie,Match Report,,1,2,2
92,Group stage,6.0,Tue,12/7/2021,22:00 (23:00),Shakhtar ua,2.0,1–1,1.0,md Sheriff Tiraspol,"6,841",Oblasny SportKomplex Metalist,Donatas Rumšas,Match Report,,1,1,0
93,Group stage,6.0,Wed,12/8/2021,18:45 (20:45),Juventus it,2.1,1–0,0.2,se Malmö,"17,501",Allianz Stadium,Irfan Peljto,Match Report,,1,0,1
94,Group stage,6.0,Wed,12/8/2021,20:00 (23:00),Benfica pt,1.1,2–0,1.0,ua Dynamo Kyiv,"36,591",Estádio do Sport Lisboa e Benfica,Deniz Aytekin,Match Report,,2,0,1
95,Group stage,6.0,Wed,12/8/2021,20:00 (23:00),Manchester Utd eng,1.2,1–1,1.3,ch Young Boys,"73,156",Old Trafford,Benoît Bastien,Match Report,,1,1,0
96,Group stage,6.0,Wed,12/8/2021,20:45,Zenit ru,2.6,3–3,2.7,eng Chelsea,"29,349",Gazprom Arena,Serdar Gözübüyük,Match Report,,3,3,0
97,Group stage,6.0,Wed,12/8/2021,21:00 (23:00),Bayern Munich de,2.4,3–0,0.4,es Barcelona,,Allianz Arena,Ovidiu Hațegan,Match Report,,3,0,1
98,Group stage,6.0,Wed,12/8/2021,21:00 (23:00),Wolfsburg de,0.7,1–3,2.5,fr Lille,"6,544",Volkswagen Arena,Daniele Orsato,Match Report,,1,3,2
99,Group stage,6.0,Wed,12/8/2021,21:00 (23:00),RB Salzburg at,0.6,1–0,0.9,es Sevilla,,Red Bull Arena,Slavko Vinčič,Match Report,,1,0,1
100,Group stage,6.0,Thu,12/9/2021,19:00 (21:00),Atalanta it,2.0,2–3,2.2,es Villarreal,"11,690",Stadio Atleti Azzurri d'Italia,Anthony Taylor,Match Report,,2,3,2
102,Round of 16,,Tue,2/15/2022,20:00 (23:00),Sporting CP pt,0.1,0–5,2.1,eng Manchester City,"48,129",Estádio José Alvalade,Srdjan Stojanovic,Match Report,Leg 1 of 2,0,5,2
103,Round of 16,,Tue,2/15/2022,21:00 (23:00),Paris S-G fr,2.4,1–0,0.3,es Real Madrid,"47,443",Parc des Princes,Daniele Orsato,Match Report,Leg 1 of 2,1,0,1
104,Round of 16,,Wed,2/16/2022,21:00 (23:00),RB Salzburg at,1.1,1–1,2.3,de Bayern Munich,"29,520",Red Bull Arena,Michael Oliver,Match Report,Leg 1 of 2,1,1,0
105,Round of 16,,Wed,2/16/2022,21:00 (23:00),Inter it,0.6,0–2,1.0,eng Liverpool,"37,918",Stadio Giuseppe Meazza,Szymon Marciniak,Match Report,Leg 1 of 2,0,2,2
106,Round of 16,,Tue,2/22/2022,20:00 (23:00),Chelsea eng,1.2,2–0,0.8,fr Lille,"38,832",Stamford Bridge,Jesús Gil,Match Report,Leg 1 of 2,2,0,1
107,Round of 16,,Tue,2/22/2022,21:00 (23:00),Villarreal es,1.3,1–1,0.7,it Juventus,"17,686",Estadio de la Cerámica,Daniel Siebert,Match Report,Leg 1 of 2,1,1,0
108,Round of 16,,Wed,2/23/2022,20:00 (23:00),Benfica pt,2.0,2–2,2.4,nl Ajax,"54,760",Estádio do Sport Lisboa e Benfica,Slavko Vinčič,Match Report,Leg 1 of 2,2,2,0
109,Round of 16,,Wed,2/23/2022,21:00 (23:00),Atlético Madrid es,1.3,1–1,0.6,eng Manchester Utd,"63,273",Estadio Wanda Metropolitano,Ovidiu Hațegan,Match Report,Leg 1 of 2,1,1,0
110,Round of 16,,Tue,3/8/2022,20:00 (23:00),Liverpool eng,1.8,0–1,0.5,it Inter,"51,747",Anfield,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Liverpool won,0,1,2
111,Round of 16,,Tue,3/8/2022,21:00 (23:00),Bayern Munich de,4.2,7–1,0.7,at RB Salzburg,"25,000",Allianz Arena,Clément Turpin,Match Report,Leg 2 of 2; Bayern Munich won,7,1,1
112,Round of 16,,Wed,3/9/2022,20:00 (23:00),Manchester City eng,1.5,0–0,0.8,pt Sporting CP,"51,213",Etihad Stadium,Halil Umut Meler,Match Report,Leg 2 of 2; Manchester City won,0,0,0
113,Round of 16,,Wed,3/9/2022,21:00 (23:00),Real Madrid es,1.9,3–1,1.1,fr Paris S-G,"59,895",Estadio Santiago Bernabéu,Danny Makkelie,Match Report,Leg 2 of 2; Real Madrid won,3,1,1
114,Round of 16,,Tue,3/15/2022,20:00 (23:00),Manchester Utd eng,1.0,0–1,0.5,es Atlético Madrid,"73,008",Old Trafford,Slavko Vinčič,Match Report,Leg 2 of 2; Atlético Madrid won,0,1,2
115,Round of 16,,Tue,3/15/2022,21:00 (23:00),Ajax nl,1.3,0–1,0.4,pt Benfica,"54,066",Johan Cruyff ArenA,Carlos del Cerro,Match Report,Leg 2 of 2; Benfica won,0,1,2
116,Round of 16,,Wed,3/16/2022,21:00 (23:00),Lille fr,1.7,1–2,1.0,eng Chelsea,"49,048",Stade Pierre-Mauroy,Davide Massa,Match Report,Leg 2 of 2; Chelsea won,1,2,2
117,Round of 16,,Wed,3/16/2022,21:00 (23:00),Juventus it,1.5,0–3,2.5,es Villarreal,"30,385",Allianz Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Villarreal won,0,3,2
118,Quarter-finals,,Tue,4/5/2022,20:00 (22:00),Benfica pt,1.2,1–3,3.9,eng Liverpool,"59,633",Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,Leg 1 of 2,1,3,2
119,Quarter-finals,,Tue,4/5/2022,20:00 (22:00),Manchester City eng,1.0,1–0,0.0,es Atlético Madrid,"52,018",Etihad Stadium,István Kovács,Match Report,Leg 1 of 2,1,0,1
120,Quarter-finals,,Wed,4/6/2022,20:00 (22:00),Chelsea eng,1.3,1–3,1.8,es Real Madrid,"38,689",Stamford Bridge,Clément Turpin,Match Report,Leg 1 of 2,1,3,2
121,Quarter-finals,,Wed,4/6/2022,21:00 (22:00),Villarreal es,1.5,1–0,1.6,de Bayern Munich,"21,626",Estadio de la Cerámica,Anthony Taylor,Match Report,Leg 1 of 2,1,0,1
122,Quarter-finals,,Tue,4/12/2022,21:00 (22:00),Bayern Munich de,1.4,1–1,0.7,es Villarreal,"70,000",Allianz Arena,Slavko Vinčič,Match Report,Leg 2 of 2; Villarreal won,1,1,0
123,Quarter-finals,,Tue,4/12/2022,21:00 (22:00),Real Madrid es,1.2,2–3,2.7,eng Chelsea,"59,839",Estadio Santiago Bernabéu,Szymon Marciniak,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time,2,3,2
124,Quarter-finals,,Wed,4/13/2022,20:00 (22:00),Liverpool eng,1.8,3–3,1.2,pt Benfica,"51,373",Anfield,Serdar Gözübüyük,Match Report,Leg 2 of 2; Liverpool won,3,3,0
125,Quarter-finals,,Wed,4/13/2022,21:00 (22:00),Atlético Madrid es,0.8,0–0,1.2,eng Manchester City,"65,675",Estadio Wanda Metropolitano,Daniel Siebert,Match Report,Leg 2 of 2; Manchester City won,0,0,0
126,Semi-finals,,Tue,4/26/2022,20:00 (22:00),Manchester City eng,2.7,4–3,1.6,es Real Madrid,"52,217",Etihad Stadium,István Kovács,Match Report,Leg 1 of 2,4,3,1
127,Semi-finals,,Wed,4/27/2022,20:00 (22:00),Liverpool eng,1.6,2–0,0.1,es Villarreal,"51,586",Anfield,Szymon Marciniak,Match Report,Leg 1 of 2,2,0,1
128,Semi-finals,,Tue,5/3/2022,21:00 (22:00),Villarreal es,1.2,2–3,2.5,eng Liverpool,"23,665",Estadio de la Cerámica,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won,2,3,2
129,Semi-finals,,Wed,5/4/2022,21:00 (22:00),Real Madrid es,2.3,3–1,1.4,eng Manchester City,"61,416",Estadio Santiago Bernabéu,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time,3,1,1
130,Final,,Sat,5/28/2022,21:30 (22:30),Liverpool eng,2.2,0–1,0.9,es Real Madrid,"75,000",Stade de France (Neutral Site),Clément Turpin,Match Report,,0,1,2
0,Group stage,1.0,Tue,9/12/2017,19:45 (21:45),Chelsea eng,2.0,6–0,0.3,az Qarabağ FK,"41,150",Stamford Bridge,Tasos Sidiropoulos,Match Report,,6,0,1
1,Group stage,1.0,Tue,9/12/2017,19:45 (21:45),Celtic sct,0.4,0–5,2.5,fr Paris S-G,"57,562",Celtic Park,Daniele Orsato,Match Report,,0,5,2
2,Group stage,1.0,Tue,9/12/2017,19:45 (21:45),Manchester Utd eng,3.4,3–0,0.6,ch Basel,"73,854",Old Trafford,Ruddy Buquet,Match Report,,3,0,1
3,Group stage,1.0,Tue,9/12/2017,19:45 (21:45),Benfica pt,2.1,1–2,1.6,ru CSKA Moscow,"38,323",Estádio do Sport Lisboa e Benfica,Alberto Undiano,Match Report,,1,2,2
4,Group stage,1.0,Tue,9/12/2017,20:45 (21:45),Roma it,0.5,0–0,2.4,es Atlético Madrid,"36,064",Stadio Olimpico,Milorad Mažić,Match Report,,0,0,0
5,Group stage,1.0,Tue,9/12/2017,20:45 (21:45),Barcelona es,0.9,3–0,0.7,it Juventus,"78,656",Camp Nou,Damir Skomina,Match Report,,3,0,1
6,Group stage,1.0,Tue,9/12/2017,20:45 (21:45),Bayern Munich de,4.2,3–0,0.8,be Anderlecht,"70,000",Allianz Arena,Paolo Tagliavento,Match Report,,3,0,1
7,Group stage,1.0,Tue,9/12/2017,21:45,Olympiacos gr,1.1,2–3,2.6,pt Sporting CP,"30,168",Stadio Georgios Karaiskáki,Viktor Kassai,Match Report,,2,3,2
8,Group stage,1.0,Wed,9/13/2017,19:45 (21:45),Porto pt,1.5,1–3,0.9,tr Beşiktaş,"42,429",Estádio Do Dragão,Anthony Taylor,Match Report,,1,3,2
9,Group stage,1.0,Wed,9/13/2017,19:45 (21:45),Liverpool eng,2.4,2–2,1.2,es Sevilla,"52,332",Anfield,Danny Makkelie,Match Report,,2,2,0
10,Group stage,1.0,Wed,9/13/2017,19:45 (21:45),Tottenham eng,1.2,3–1,0.8,de Dortmund,"67,343",Wembley Stadium,Gianluca Rocchi,Match Report,,3,1,1
11,Group stage,1.0,Wed,9/13/2017,20:45 (21:45),NK Maribor si,1.1,1–1,1.8,ru Spartak Moscow,"12,566",Ljudski vrt,Deniz Aytekin,Match Report,,1,1,0
12,Group stage,1.0,Wed,9/13/2017,20:45 (21:45),Feyenoord nl,0.3,0–4,1.3,eng Manchester City,"43,500",Stadion Feijenoord,Szymon Marciniak,Match Report,,0,4,2
13,Group stage,1.0,Wed,9/13/2017,20:45 (21:45),RB Leipzig de,0.9,1–1,1.1,fr Monaco,"40,068",Red Bull Arena,Michael Oliver,Match Report,,1,1,0
14,Group stage,1.0,Wed,9/13/2017,20:45 (21:45),Real Madrid es,3.9,3–0,0.2,cy APOEL FC,"71,060",Estadio Santiago Bernabéu,Benoît Bastien,Match Report,,3,0,1
15,Group stage,1.0,Wed,9/13/2017,21:45,Shakhtar ua,1.4,2–1,1.9,it Napoli,"32,679",L'viv Arena,Felix Zwayer,Match Report,,2,1,1
17,Group stage,2.0,Tue,9/26/2017,19:45 (21:45),Manchester City eng,3.2,2–0,0.5,ua Shakhtar,"45,310",Academy Stadium,Jorge de Sousa,Match Report,,2,0,1
18,Group stage,2.0,Tue,9/26/2017,20:45 (21:45),Sevilla es,3.9,3–0,0.4,si NK Maribor,"34,705",Estadio Ramón Sánchez Pizjuán,Aliaksei Kulbakov,Match Report,,3,0,1
19,Group stage,2.0,Tue,9/26/2017,20:45 (21:45),Dortmund de,1.2,1–3,3.2,es Real Madrid,"65,849",Signal Iduna Park,Björn Kuipers,Match Report,,1,3,2
20,Group stage,2.0,Tue,9/26/2017,20:45 (21:45),Monaco fr,0.6,0–3,2.9,pt Porto,"11,703",Stade Louis II.,Slavko Vinčić,Match Report,,0,3,2
21,Group stage,2.0,Tue,9/26/2017,20:45 (21:45),Napoli it,0.9,3–1,1.6,nl Feyenoord,"22,577",Stadio San Paolo,William Collum,Match Report,,3,1,1
22,Group stage,2.0,Tue,9/26/2017,21:45,Spartak Moscow ru,0.2,1–1,2.8,eng Liverpool,"43,376",Otkrytie Arena,Clément Turpin,Match Report,,1,1,0
23,Group stage,2.0,Tue,9/26/2017,21:45,Beşiktaş tr,1.0,2–0,1.1,de RB Leipzig,"36,641",Vodafone Arena,Sergey Karasev,Match Report,,2,0,1
24,Group stage,2.0,Tue,9/26/2017,21:45,APOEL FC cy,1.0,0–3,1.8,eng Tottenham,"16,324",Neo GSP,Pavel Královec,Match Report,,0,3,2
25,Group stage,2.0,Thu,9/28/2017,00:45 (21:45),CSKA Moscow ru,0.6,1–4,4.3,eng Manchester Utd,"29,073",Stadion CSKA,Jonas Eriksson,Match Report,,1,4,2
26,Group stage,2.0,Wed,9/27/2017,19:45 (21:45),Sporting CP pt,0.7,0–1,0.9,es Barcelona,"48,575",Estádio José Alvalade,Ovidiu Hațegan,Match Report,,0,1,2
27,Group stage,2.0,Wed,9/27/2017,20:00 (19:00),Qarabağ FK az,0.9,1–2,1.9,it Roma,"67,200",Bakı Olimpiya Stadionu,Artur Soares Dias,Match Report,,1,2,2
28,Group stage,2.0,Wed,9/27/2017,20:45 (21:45),Atlético Madrid es,1.4,1–2,2.5,eng Chelsea,"60,643",Estadio Wanda Metropolitano,Cüneyt Çakιr,Match Report,,1,2,2
29,Group stage,2.0,Wed,9/27/2017,20:45 (21:45),Juventus it,2.3,2–0,0.5,gr Olympiacos,"33,460",Allianz Stadium,Tobias Stieler,Match Report,,2,0,1
30,Group stage,2.0,Wed,9/27/2017,20:45 (21:45),Basel ch,3.2,5–0,0.4,pt Benfica,"34,111",St. Jakob-Park,Craig Thomson,Match Report,,5,0,1
31,Group stage,2.0,Wed,9/27/2017,20:45 (21:45),Paris S-G fr,2.0,3–0,1.0,de Bayern Munich,"46,252",Parc des Princes,Antonio Matéu Lahoz,Match Report,,3,0,1
32,Group stage,2.0,Wed,9/27/2017,20:45 (21:45),Anderlecht be,0.6,0–3,1.2,sct Celtic,"19,898",Stade Constant Vanden Stock,Jesús Gil,Match Report,,0,3,2
34,Group stage,3.0,Tue,10/17/2017,19:45 (21:45),Manchester City eng,2.7,2–1,2.2,it Napoli,"48,520",Etihad Stadium,Antonio Matéu Lahoz,Match Report,,2,1,1
35,Group stage,3.0,Tue,10/17/2017,20:45 (21:45),Feyenoord nl,1.6,1–2,1.3,ua Shakhtar,"43,500",Stadion Feijenoord,Alberto Undiano,Match Report,,1,2,2
36,Group stage,3.0,Tue,10/17/2017,20:45 (21:45),Monaco fr,0.7,1–2,1.2,tr Beşiktaş,"7,403",Stade Louis II.,Milorad Mažić,Match Report,,1,2,2
37,Group stage,3.0,Tue,10/17/2017,20:45 (21:45),RB Leipzig de,2.5,3–2,1.1,pt Porto,"41,496",Red Bull Arena,Paolo Tagliavento,Match Report,,3,2,1
38,Group stage,3.0,Tue,10/17/2017,20:45 (21:45),Real Madrid es,2.9,1–1,0.9,eng Tottenham,"76,589",Estadio Santiago Bernabéu,Szymon Marciniak,Match Report,,1,1,0
39,Group stage,3.0,Tue,10/17/2017,20:45 (21:45),NK Maribor si,0.4,0–7,4.6,eng Liverpool,"12,506",Ljudski vrt,Viktor Kassai,Match Report,,0,7,2
40,Group stage,3.0,Tue,10/17/2017,21:45,Spartak Moscow ru,1.7,5–1,1.3,es Sevilla,"44,307",Otkrytie Arena,Gianluca Rocchi,Match Report,,5,1,1
41,Group stage,3.0,Tue,10/17/2017,21:45,APOEL FC cy,1.0,1–1,2.1,de Dortmund,"15,604",Neo GSP,Aliaksei Kulbakov,Match Report,,1,1,0
42,Group stage,3.0,Wed,10/18/2017,19:45 (21:45),Benfica pt,0.5,0–1,0.6,eng Manchester Utd,"57,684",Estádio do Sport Lisboa e Benfica,Felix Zwayer,Match Report,,0,1,2
43,Group stage,3.0,Wed,10/18/2017,19:45 (21:45),Chelsea eng,1.6,3–3,1.6,it Roma,"41,105",Stamford Bridge,Damir Skomina,Match Report,,3,3,0
44,Group stage,3.0,Wed,10/18/2017,20:00 (19:00),Qarabağ FK az,0.4,0–0,1.9,es Atlético Madrid,"47,923",Bakı Olimpiya Stadionu,Ruddy Buquet,Match Report,,0,0,0
45,Group stage,3.0,Wed,10/18/2017,20:45 (21:45),Barcelona es,3.5,3–1,0.2,gr Olympiacos,"55,026",Camp Nou,William Collum,Match Report,,3,1,1
46,Group stage,3.0,Wed,10/18/2017,20:45 (21:45),Anderlecht be,1.2,0–4,3.3,fr Paris S-G,"19,108",Stade Constant Vanden Stock,Pavel Královec,Match Report,,0,4,2
47,Group stage,3.0,Wed,10/18/2017,20:45 (21:45),Bayern Munich de,3.2,3–0,0.6,sct Celtic,"70,000",Allianz Arena,Sergey Karasev,Match Report,,3,0,1
48,Group stage,3.0,Wed,10/18/2017,20:45 (21:45),Juventus it,1.5,2–1,0.5,pt Sporting CP,"36,288",Allianz Stadium,Michael Oliver,Match Report,,2,1,1
49,Group stage,3.0,Wed,10/18/2017,21:45,CSKA Moscow ru,0.4,0–2,1.4,ch Basel,"27,996",VEB Arena,Björn Kuipers,Match Report,,0,2,2
51,Group stage,4.0,Tue,10/31/2017,19:45 (22:45),Celtic sct,1.4,1–2,0.7,de Bayern Munich,"58,269",Celtic Park,Danny Makkelie,Match Report,,1,2,2
52,Group stage,4.0,Tue,10/31/2017,19:45 (22:45),Sporting CP pt,0.5,1–1,2.0,it Juventus,"48,442",Estádio José Alvalade,Clément Turpin,Match Report,,1,1,0
53,Group stage,4.0,Tue,10/31/2017,19:45 (22:45),Manchester Utd eng,2.7,2–0,0.9,pt Benfica,"74,437",Old Trafford,Gediminas Mažeika,Match Report,,2,0,1
54,Group stage,4.0,Tue,10/31/2017,20:45 (22:45),Paris S-G fr,2.6,5–0,0.2,be Anderlecht,"46,403",Parc des Princes,David Fernández,Match Report,,5,0,1
55,Group stage,4.0,Tue,10/31/2017,20:45 (22:45),Atlético Madrid es,3.2,1–1,0.2,az Qarabağ FK,"55,893",Estadio Wanda Metropolitano,Deniz Aytekin,Match Report,,1,1,0
56,Group stage,4.0,Tue,10/31/2017,20:45 (22:45),Roma it,1.5,3–0,1.3,eng Chelsea,"55,036",Stadio Olimpico,Jonas Eriksson,Match Report,,3,0,1
57,Group stage,4.0,Tue,10/31/2017,20:45 (22:45),Basel ch,1.2,1–2,1.3,ru CSKA Moscow,"33,303",St. Jakob-Park,Milorad Mažić,Match Report,,1,2,2
58,Group stage,4.0,Tue,10/31/2017,21:45 (22:45),Olympiacos gr,0.3,0–0,1.8,es Barcelona,"31,600",Stadio Georgios Karaiskáki,Anthony Taylor,Match Report,,0,0,0
